author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,picture_src,rating,recipe_title,tags,time_metric,time_num,url,yield_metric,yield_num
Mark Bittman,,"Bring a stockpot of water to a boil and salt it. Put the olive oil in a large skillet over medium heat.---,Put the ground beef in a medium bowl. Grate the cheese, put 1 cup over the meat and reserve the rest, about 1/2 cup. Chop 1/2 cup of parsley and add all but 2 tablespoons to the meat mixture; save the rest of the parsley for another use. Add the bread crumbs, crack in the egg, and sprinkle with salt and pepper. Gently mix until everything is just combined.---,Raise the heat to medium-high; use 2 teaspoons to drop rounds of the meatball mixture into the skillet without touching one another if you can help it. Adjust the heat so the meatballs sizzle but don’t burn and cook undisturbed until they’re lightly browned on the bottom, 5 to 6 minutes.---,Meanwhile, trim, peel and chop the onion; scatter it around the meatballs. Peel and mince the garlic and put it on top of the onions.---,When the meatballs are browned on the bottom and the aromatics begin to soften, add the tomatoes to the skillet, along with the bay leaves and a sprinkle of salt and pepper. Adjust the heat so the mixture bubbles gently but steadily, then cover the skillet and cook until the meat cooks through, about 8 minutes. Remove the lid and let the sauce bubble vigorously to thicken for another 5 to 10 minutes, essentially while the pasta cooks. Stir only as needed and carefully if you do.---,Add the pasta to the boiling water and stir. Start tasting after 5 minutes. When the pasta is tender but not mushy, drain it, reserving some cooking water. Return the pasta to the pot.---,Move the meatballs to one side of the skillet with a spatula and stir the sauce; taste and adjust the seasoning. Discard the bay leaves and spoon about half the sauce into the pasta pot. Toss the pasta over low heat, adding a splash of cooking water to make it saucier if you like.---,To serve, divide the pasta among 4 plates or bowls; top with the meatballs and the remaining sauce, and sprinkle the remaining Parmesan and parsley over the top.---","This fast version of spaghetti and meatballs with red gravy is ready in less than 30 minutes, but you’ll be chopping, stirring and monitoring heat — actively working — from start to finish. You’ll be busy, but not frantic, and rewarded not only with the twirling of pasta in half an hour, but with the satisfaction that you made every second count.,
      ,
      ,. 
  ",",2,12,6,1,¼,1,,1,3,6,3,1","Salt---,tablespoons olive oil---,ounces ground beef---,ounces Parmesan, or about 1 1/2 cups---,bunch fresh parsley---,cup bread crumbs---,egg---,Black pepper---,large onion---,garlic cloves---,cups canned crushed tomatoes (a little less than two 28-ounce cans)---,bay leaves---,pound spaghetti---",https://static01.nyt.com/images/2015/09/25/dining/drop-meatballs/drop-meatballs-articleLarge.jpg,5,Spaghetti and Drop Meatballs With Tomato Sauce,"Pastas,Ground Beef,Pasta,Spaghetti,Tomato Sauce,Dinner,Lunch,Weekday,Weeknight,Main Course",minutes,25,https://cooking.nytimes.com/recipes/1016833-spaghetti-and-drop-meatballs-with-tomato-sauce,servings,4
William Grimes,,"Score ribs diagonally, and place in a large bowl. Add sugar, and rub into the meat. Rub sesame oil into the meat, and let rest for 15 minutes. Add garlic, scallions, ginger, sherry, tamari and mirin. Rub into meat, and marinate, refrigerated, 2 to 3 hours.---,Preheat oven to 350 degrees. In a Dutch oven or other covered pan large enough to hold ribs in one layer, heat 1 tablespoon peanut oil over medium heat; add chopped onion and minced carrot. Saute until vegetables are tender, 5 minutes. Place ribs on vegetables, meat side down. Add marinade, broth and wine. Bring to a boil on top of stove; cover and place in oven for 1 hour.---,While meat is in oven, reconstitute mushrooms by adding boiling water to cover and soaking until tender, about 20 minutes. Drain, pat dry with paper towels and slice thinly. In a small skillet over medium-low heat, heat remaining tablespoon peanut oil, and add mushrooms slices. Saute until lightly browned, about 3 minutes. Set aside.---,Remove pan from oven, skim fat, and turn ribs meat side up. Add mushrooms, carrot chunks, chestnuts and chopped pear or apple. Cover, and return to oven 1 1/2 to 2 hours, until liquid is almost evaporated.---,Before serving, skim fat from liquid in pan. Accompany with rice, kimchi and other Korean condiments and side dishes. Kalbi-chim improves with rest, and may be made the day before, refrigerated and reheated for about 10 minutes in a 350-degree oven.---","This Korean-style dish is the perfect dinner-party centerpiece. The marinated pork ribs, kalbi, are slow-cooked over a bed of vegetables and mushrooms. Serve it with rice and homemade , for a filling meal.,
      ,
      ,. 
  ","3,1 ½,1,4,6,2,3,4,3,2,1,2,¾,1,10 to 12,12,1","pounds beef short ribs, or other meaty ribs cross-cut into two strips---,tablespoons sugar---,tablespoon sesame oil---,large cloves garlic, minced---,scallions, chopped---,tablespoons minced fresh ginger---,tablespoons dry sherry---,tablespoons tamari (Japanese soy sauce)---,tablespoons mirin (sweet rice wine)---,tablespoons peanut oil---,onion, chopped---,carrots, one minced and the other cut into 1-inch chunks---,cup chicken or beef broth---,cup red wine---,dried shiitake mushrooms---,fresh chestnuts, peeled, or 12 dried peeled chestnuts, soaked in water for 2 hours, or 12 jarred peeled chestnuts---,pear or apple, peeled, cored, chopped---",,,Kalbi-Chim,"Korean,Project,Beef Short Rib,Garlic,Ginger,Dinner,Main Course,Fall","hours,minutes","5,30",https://cooking.nytimes.com/recipes/8951-kalbi-chim,servings,4
Craig Claiborne,,"Put the mushrooms in a mixing bowl, and add warm water to cover. Let stand 30 minutes or until softened.---,Cut the beef into very thin slices, about 1/8 inch thick. Stack the slices, and cut them into thin strips, about 1/8 inch thick. There should be about 1/2 cup. Set aside.---,Cut half of the cucumber into 2-inch lengths. Using a sharp knife, cut away the skin, slicing in a continuous even motion to remove the skin in one piece along with about 1/8 inch of the white flesh. Place this skin on a flat surface and cut into very thin slivers. There should be about 1 cup loosely packed. Put the other half of the cucumber to another use.---,Cut the white center of the cucumber pieces in half lengthwise and scoop away the seeds. Cut the firm white flesh into thin slivers like those of the skin. There should be about 1 cup loosely packed.---,Cut the onion lengthwise into quarters. Cut each quarter crosswise into very thin slices. There should be about 1 cup loosely packed.---,Cut the carrot crosswise into 2-inch lengths. Cut the carrot pieces lengthwise into 1/8-inch-thick slices. Cut these slices into very thin slivers. There should be about 1 cup.---,Drain the mushrooms and squeeze to extract as much liquid as possible. Cut the mushrooms into slices and then into very thin slivers. There should be about 1/2 cup.---,Prepare the pancakes and seasoning sauce, and set aside.---,Heat about 1 teaspoon of oil in a skillet, and add the onions. Sprinkle lightly with salt and cook, stirring, until wilted, about 2 minutes. Remove to a platter, making one mound. Repeat this using the strips of cucumber skin, cooking about 1 minute. Transfer this to the platter, making a second mound. Repeat the process with the cucumber flesh and carrots, cooking one batch at a time.---,Clean the skillet, and add the meat with a touch of salt but no oil. Cook, stirring to separate the meat strips. Add the seasoning sauce. Cook, stirring, about 1 1/2 minutes. Transfer the meat to the platter.---,Heat a little more oil in the skillet, and add the mushrooms. Cook about 1 minute; transfer to platter.---,Heat a 10- or 11-inch Teflon skillet, and brush it with oil. Beat the egg yolks with the teaspoon of cold water. Add the yolks, swirling the skillet around to coat the bottom as thinly as possible. Cook about 15 to 20 seconds or until yolks are set on one side. Using a spatula and the fingers, carefully turn the set yolks over and cook briefly on the second side, about 10 seconds. Transfer to a plate.---,Beat the egg whites briefly. Rub the skillet with a little more oil, and add the whites. Swirl the skillet around as before until the bottom is coated with the thinnest possible layer of whites. Cook about 2 minutes longer on one side until the whites are set top and bottom. Using spatula and fingers, turn and cook the second side about 30 seconds. Remove to a plate.---,Cut the yolks into rectangles (trimming off the edges) measuring about 1 1/2 by 4 inches. Stack the rectangles, and cut them into 1 1/2-inch strips. Place the strips on the platter. Repeat this with the whites.---,Serve the foods - pancakes, cucumber, mushrooms, beef and so on - at room temperature and in separate units, letting each person arrange his own. Place a pancake in the center of a small plate. Top it with small portions of the foods. Fold the pancake. Serve with portions of mustard sauce on the side, into which the pancakes are dipped as one eats.---","Koo-chul-paan is an appetizer. The dish is served in a lacquered octagonal container resembling a wooden candy box with a lid. When the lid is lifted, there is a center section in which small, round, thin pancakes are stacked. Around the center are eight receptacles that hold various savory, finely shredded foods to be added to each pancake before folding, dipping into a mustard-soy sauce and eating. The fillings can vary from table to table but normally include such things as shredded beef, mushrooms, carrots and cucumbers.,
      ,
      ,. 
  ","8,¼,1,1,1,24,1,,,3,1,","large dried Chinese mushrooms---,pound boneless loin of beef without fat---,long, smooth-skinned cucumber of the sort sometimes referred to as burpless---,onion, about 1/8 pound, peeled---,carrot, about 1/4 pound, trimmed and scraped---,Korean pancakes (---,)---,tablespoon Seasoning Sauce (---,)---,Peanut, corn or vegetable oil---,Salt to taste if desired---,eggs, separated---,teaspoon cold water---,Mustard sauce (see recipe)---",,,Koo-Chul-Paan,"Korean,Beef,Mushroom,Main Course","hour,minutes","1,30",https://cooking.nytimes.com/recipes/5950-koo-chul-paan,servings,4
Martha Rose Shulman,Healthy,"Place the shrimp in a large colander and rinse with water. Sprinkle generously with salt and toss together for about a minute. Rinse with water and repeat. After rinsing one more time, drain on paper towels. Pat dry with more paper towels.---,Combine 1/4 to 1/2 teaspoon salt (to taste) and the sugar in a small bowl and place close to your wok.---,Heat a 14-inch flat-bottomed wok over high heat until a drop of water evaporates within a second or two when added to the pan. Swirl in 1 tablespoon of the oil by adding it to the sides of the pan and swirling the pan, then add the garlic, ginger and chili flakes and stir-fry for no more than 10 seconds. Push to the sides of the pan and add the shrimp in one layer. Let cook undisturbed for 1 minute, then add the remaining oil and stir-fry for 1 minute.---,Add the sesame seeds and spinach and stir-fry for 1 minute, until it has begun to wilt but the wilting is still uneven. Add the salt and sugar, sprinkling it evenly over the spinach, and continue to stir-fry until the spinach has wilted but is still bright and the shrimp are cooked through and bright pink, about 2 more minutes. Remove from the heat, drizzle on the sesame oil, toss together and serve, with rice, noodles or other grains.---","The classic Chinese way to clean shrimp and ensure a succulent flavor and crisp texture, says Grace Young, author of “Stir-Frying to the Sky’s Edge,” is to use a combination of salt and water, either dousing the shrimp in two rinses of heavily salted water or rubbing the shrimp with salt, then rinsing with water. If you don’t eat salt, then just rinse the shrimp with plain water. I recommend bunch spinach for this; you don’t have to stem it, just cut away the base of the leaves and rinse well.,
      ,
      ,. 
  ","1,,⅛,2,1,1,¼ to ½,2,1,2","pound large shrimp, peeled and deveined---,Salt to taste---,teaspoon sugar---,tablespoons canola oil or light sesame oil---,tablespoon minced ginger---,tablespoon minced garlic---,teaspoon crumbled dried red chili---,tablespoons sesame seeds---,generous bunch spinach (about 1 pound), stems trimmed at the end, rinsed in 2 changes water---,teaspoons dark sesame oil---",https://static01.nyt.com/images/2012/04/13/health/nutrition/13recipehealth/13recipehealth-articleLarge-v3.jpg,5,Stir-Fried Sesame Shrimp and Spinach,"Asian,Shrimp,Spinach,Dinner,Weekday,Main Course,Spring,Dairy Free,Gluten Free,Healthy,Nut Free",minutes,15,https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach,servings,"3,4"
Kim Severson,,"In a bowl, toss garlic, salt and pepper with the shrimp, which may be refrigerated, well covered, for several hours at this point.---,When ready to cook, heat oil in a large sauté pan over high heat until it shimmers, then add shrimp and move shrimp around in the pan for about 2 minutes, or until the color just begins to turn from translucent.---,Remove shrimp, reduce heat to medium-high and add wine, scraping up any bits on the bottom of the pan. Cook for a couple of minutes to reduce, then add butter and swirl the pan to melt it.---,Put shrimp back into pan, stir about a minute to finishing cooking and add lemon juice.---,Remove to serving dish, sprinkle with parsley and red pepper flakes, adding more pepper if desired. Serve over rice or pasta or as is.---","Scampi can mean different things in different cultures. The British deep fry langoustines in batter. In Italy, the langoustines are often sautéed in garlic and olive oil. Italian immigrants in America swapped in shrimp, and from there a thousand variations were born. This is a dish that cooks quickly and rises or falls on good-tasting shrimp. It is worth buying shrimp with the shells on and peeling them yourself.,
      ,
      ,. 
  ","3,½,½,1 ¼,2,½,6,1,2,½","large garlic cloves, finely chopped---,teaspoon salt---,teaspoon freshly ground black pepper---,pound large shrimp, preferably wild American shrimp (16/20 or 21/25 count), peeled and deveined---,tablespoons olive oil---,cup wine---,tablespoons butter---,tablespoon lemon juice---,tablespoons chopped Italian parsley---,teaspoon red pepper flakes---",,5,Southern Shrimp Scampi,"Southern,Black Pepper,Italian Parsley,Lemon Juice,Olive Oil,Shrimp,Dinner,Lunch,Quick",minutes,20,https://cooking.nytimes.com/recipes/1016723-southern-shrimp-scampi,servings,4
Mark Bittman,Easy,"Put the oil in a medium skillet over medium-high heat. When it’s hot, add the chicken; sprinkle with salt and pepper. Cook, stirring occasionally, until browned and cooked through, 5 to 10 minutes. Add the shredded coconut and curry powder. Cook, stirring to coat chicken, until curry is fragrant and coconut lightly toasted, a minute or two. Transfer to a large serving bowl; let cool for a few minutes.---,Add the remaining ingredients to the bowl, and toss well to combine. Taste and adjust the seasoning and let the salad sit for a few minutes (no more than 10) before serving.---",,"2,1,,½,1,1,1,1,1,½,½,3,3,½","tablespoons olive oil---,pound boneless chicken thighs, cut into small chunks---,Salt and black pepper---,cup shredded unsweetened coconut---,tablespoon curry powder---,cup cooked or canned chickpeas, drained---,carrot, chopped---,cucumber, peeled and seeded if necessary, and chopped---,large ripe tomato, cored and chopped---,cup chopped scallions---,cup coconut milk---,tablespoons lime juice---,cups puffed brown rice cereal---,cup chopped fresh cilantro---",https://static01.nyt.com/images/2013/07/24/dining/24FLEX3/24JPFLEX3-articleLarge.jpg,4,Puffed Rice Salad With Chicken,"Salads And Dressings,Chicken Thigh,Puffed Rice,Easy,Quick,Summer",minutes,30,https://cooking.nytimes.com/recipes/1014919-puffed-rice-salad-with-chicken,servings,"4,6"
Martha Rose Shulman,Healthy,"Place the chopped onions in a bowl, cover with water and add the vinegar. Soak for one hour or longer. Drain, rinse and dry on paper towels. (Note: This step is optional, but the onions will be milder if you do it.)---,Heat 2 tablespoons of the oil over medium heat in a 10-inch heavy nonstick skillet. Add the onions. Cook, stirring often, until tender, about five minutes. Add a generous pinch of salt, the garlic and the thyme. Continue to cook, stirring often, until the onions are lightly colored but not browned, about five more minutes. Remove from the heat, and allow to cool slightly.---,Beat the eggs in a large bowl. Stir in the salt (about 1/2 teaspoon), pepper, milk and onions. Clean and dry the pan. Return to the burner, and set on medium-high. Heat the remaining tablespoon of olive oil in the skillet. Drop a bit of egg into the pan; if it sizzles and cooks at once, the pan is ready. Pour in the egg mixture. Tilt the pan to distribute the eggs and filling evenly over the surface. Shake the pan gently, tilting it slightly with one hand while lifting up the edges of the frittata with the spatula in your other hand, to let the eggs run underneath during the first few minutes of cooking.---,Turn the heat down to low, cover and cook 10 minutes, shaking the pan gently every once in a while. From time to time, remove the lid, tilt the pan and loosen the bottom of the frittata with a wooden spatula so that it doesn’t burn. It should turn a golden color. The eggs should be just about set; cook a few minutes longer if they’re not.---,Meanwhile, heat the broiler. Uncover the pan, and place it under the broiler, not too close to the heat, for one to three minutes. Watch very carefully to make sure the top doesn’t burn (at most, it should brown very slightly and puff under the broiler). Remove from the heat, and shake the pan to make sure the frittata isn’t sticking. Allow it to cool for at least five minutes and for as long as 15 minutes. Loosen the edges with a wooden or plastic spatula. Carefully slide from the pan onto a large round platter. Cut into wedges or into smaller bite-size diamonds. Serve hot, warm, at room temperature or cold.---","This recipe is an adaptation of a Provençal frittata that agricultural workers traditionally carried to the fields for the midmorning repast. The French call it the “harvest omelet.”,
      ,
      ,. 
  ,
                      ,
                      ,
                    ,
                      ,
                      ,
                    ","3,1,3,,2,1,8,,,2","cups finely chopped onion (slightly more than 1 pound onions)---,tablespoon red wine vinegar or sherry vinegar---,tablespoons extra virgin olive oil---,Salt to taste---,garlic cloves, minced---,tablespoon fresh thyme leaves---,eggs---,Salt---,freshly ground pepper---,tablespoons low-fat milk---",https://static01.nyt.com/images/2011/03/21/health/21healthyrecipe1/21healthyrecipe1-articleLarge-v2.jpg,4,Onion and Thyme Frittata,"French,Egg,Onion,Thyme,Breakfast,Weekday,Main Course,Healthy,Vegetarian","hour,minutes","1,40",https://cooking.nytimes.com/recipes/1014147-onion-and-thyme-frittata,servings,
Julia Child,,"Preheat the oven to 350 degrees. In a small saucepan, combine 1/2 cup sugar with 1/4 cup water. Bring to a boil over low heat, stirring to dissolve the sugar. Increase the heat to high and cook, without stirring, until the syrup turns a light caramel color. Remove the saucepan from the heat and dip the bottom into cold water to stop the cooking. Pour the caramel into a 4-cup charlotte mold, and tilt so that it covers the bottoms and sides. Let cool.---,In a small saucepan, bring the milk and vanilla to a boil. In a heatproof bowl, beat the eggs, egg yolks and cup sugar until blended. Whisking constantly, pour the hot milk into the egg mixture; let rest for a few minutes, then strain. Pour the custard into the caramel-coated mold.---,Put the mold in a small but deep baking or roasting pan, and add hot water to come about two-thirds up the sides of the mold. Place the pan on the stove over medium heat, and bring the water to a simmer. Transfer the pan to the oven. (The water should stay at a low simmer at all times; do not let it boil or the custard will overcook.) Bake until a knife inserted into the center of the custard comes out clean, 40 to 50 minutes. Keep the custard in the baking pan until the water cools. Remove from the pan to finish cooling. To serve, run the tip of a knife around the top of the custard to loosen it. Invert a serving platter over the mold and quickly turn it over again. Carefully remove the mold.---","There are a few tricks to making this delicious custard from Julia Child and Alex Prud’homme, which was featured in The Sunday Times Magazine in 2006. Don’t overcook the caramel, and make sure that the baking water only simmers, never boils. When mixing the hot milk into the egg mixture, whisk constantly to avoid curdling the eggs. Individual ramekins can be used in place of a charlotte mold, but dial back the cooking time.,
      ,
      ,. 
  ","½,2,1 ½,2,4","cup plus 2/3 cup sugar---,cups milk---,teaspoons vanilla extract---,large eggs---,large egg yolks---",https://static01.nyt.com/images/2014/05/12/dining/juliacaramel-still/juliacaramel-still-articleLarge.jpg,4,Julia Child's Caramel Custard,"French,Dessert,Gluten Free",hours,2,https://cooking.nytimes.com/recipes/11527-julia-childs-caramel-custard,Serves,6
Julia Moskin,,"Combine all ingredients except those to finish the sauce in a food processor and pulse until coarsely chopped; do not purée. Transfer to an airtight container and let rest at least 1 day, or up to 4 weeks.---,When ready to serve, transfer to a saucepan and add enough rum or other liquid to loosen. Heat until warm and bubbly. If desired, add black pepper to make the mixture more spicy. To make a richer sauce, whisk in cold butter 1 tablespoon at a time, to taste.---,Serve warm over ice cream, pumpkin pie or baked apples.---","One of Julia Child’s holiday tips to the readers of Parade, where she wrote a recipe column from 1982 to 1985, was to “spiffy up” store-bought mincemeat with grated apple and liquor, then heat it in a saucepan to make a rich, fragrant sauce. This is a fine idea, but almost as easy is mixing up a batch of mincemeat (minus the meat) at home. The cook can control the balance of sugar, citrus and spice and also use up all the half-empty containers of dried fruit that seem to end up lurking in kitchen cabinets. This “recipe” is entirely flexible; feel free to add orange zest, walnuts, apricots or whatever you like. The sauce will be equally good on pumpkin or sweet potato pie, ice cream or baked apples.,
      ,
      ,. 
  ","1,4,3,2,2,1,1,½,¼,1,½,¼,¼,,,1 to 2","tart apple, peeled and cored---,ounces golden raisins---,ounces dark brown sugar---,ounces prunes or dried figs, coarsely chopped---,ounces walnut or pecan halves---,ounces dried cherries---,ounce cold butter, cut into pieces---,ounce crystallized ginger, coarsely chopped---,cup brandy, like Cognac or Calvados---,lemon, zested and juiced---,teaspoon freshly grated nutmeg---,teaspoon freshly ground allspice---,teaspoon freshly ground clove---,Dark rum, apple cider or orange juice---,Black pepper to taste---,tablespoons cold unsalted butter (optional)---",https://static01.nyt.com/images/2015/11/18/dining/18JULIAREX4/18JULIAREX4-articleLarge.jpg,3,Spicy Dried Fruit Dessert Sauce,"Jams,Apple,Brandy,Golden Raisin,Prune,Walnut,Dessert",day,1,https://cooking.nytimes.com/recipes/1017821-spicy-dried-fruit-dessert-sauce,cups,2
Julia Child,,"Trim and wash the vegetables and cut them into julienne matchsticks one and three-quarters inches long and one-eighth inch wide. (This should come to about five cups in all.) Toss them in a large mixing bowl with the tarragon and a sprinkling of salt and pepper.---,Wash and dry the chicken pieces and set aside.---,Using a casserole large enough to hold the chicken and the vegetables comfortably, layer in the following order: one-third of the vegetables, half of the chicken, half of the remaining vegetables, the rest of the chicken and the remaining vegetables. Pour in the vermouth and enough chicken broth to barely cover the chicken. Up to this point, the recipe may be prepared several hours in advance. Cover and refrigerate.---,When ready to cook, bring to the simmer, covered, and cook slowly 25 to 30 minutes or until the chicken pieces are tender and, when pierced, the juices run clear.---,Strain out the cooking liquid, degrease it and adjust the seasonings.---,Blend the cream and cornstarch in a small mixing bowl. Whisk the egg yolks in a large bowl and stir in the cream mixture. Slowly whisk in the hot cooking liquid. Pour the sauce over the chicken. Set over medium-low heat, swirling the casserole gently, until the sauce is warmed and thickens slightly, but do not bring to the simmer or the egg yolks will curdle.---,To serve, ladle the chicken, vegetables and sauce into large warm soup bowls and sprinkle each serving with parsley.---,Serve with boiled potatoes, noodles, gnocchi or just good French bread.---","Waterzooi, a wine-deep Belgian stew originally made with fish, but more recently of chicken, was one of Julia Child’s favorite dishes, first taught to her in Paris by the chef Max Bugnard. She gave the recipe to The New York Times in 1987. It is easy weeknight cooking: the dish can be assembled in the morning before work, or even the night before. Then, in the evening, simmer it for about half an hour, and then use the cooking liquid to make a light but creamy sauce. Serve with potatoes or good bread. ,
      ,
      ,. 
  ","2,2,2,2,½,,2 ½,1 ½,1 ½ to 2,½,1 ½,6,3","large carrots---,medium onions---,tender ribs of celery---,medium-sized leeks, white and tender green parts only---,teaspoon dried tarragon---,Salt and freshly ground white pepper to taste---,pounds cut-up frying chicken, legs or thighs or breasts (with bone), or a mixture of these---,cups dry white French vermouth---,cups chicken broth---,cup heavy cream---,teaspoons cornstarch---,egg yolks---,tablespoons minced fresh parsley---",,4,Chicken Waterzooi,"Carrot,Chicken,Onion,Dinner,Weekday,Main Course,Winter",minutes,55,https://cooking.nytimes.com/recipes/8754-chicken-waterzooi,servings,
Julia Child,,"Heat 3 tablespoons of the butter in a large skillet over low heat. Add the shallots and sauté until softened. Increase the heat to high and add the mushrooms. Season with salt and pepper. Sauté until all the moisture has evaporated, then spread the mixture on a plate to cool.---,Heat the oven to 400 degrees. Season both sides of the chops with salt and pepper. Heat the oil and 1 tablespoon of the butter in a large skillet over high heat. Add the chops and brown lightly on both sides. Transfer to paper towels to drain, and pat dry.---,Cut six 12-by-10-inch rectangles of parchment paper. Melt the remaining 7 tablespoons butter. Position a rectangle of parchment so that the 10-inch side is directly in front of you. Brush with butter, and place a tablespoon of the mushroom mixture in the middle of the lower half of the rectangle. Top with a slice of ham, topped with a veal chop. Cover the veal with another slice of ham and another tablespoon of mushrooms. Repeat with the remaining pieces of parchment paper, veal chops, mushrooms and ham.---,Brush a 1/4 -inch border of egg white along the 3 edges of the lower half of the rectangles. Fold the upper half of the rectangle over the veal, and align the edges. Again brush the 3 edges with egg white, then fold and crimp the edges to make a strong seal. Continue until all six chops are encased in parchment. Brush the surface of the parchment with the remaining melted butter, and brush the crimped edges again with egg white. Lay the veal packets on a baking sheet and bake until the packets are puffed and brown, about 15 minutes. Transfer each packet to a plate to be opened at the table.---","This dish, which was featured in The Sunday Times Magazine in 2006, is a fussy dish that takes time, but impresses with its creativity and depth of rich flavor. The result of hard work in the kitchen is revealed with panache at the table, when dinner guests open their steaming packets of parchment paper to find a perfectly cooked veal chop swathed in mushrooms, ham and shallots. Cue applause!,
      ,
      ,. 
  ","11,2,10,,6,2,12,1","tablespoons unsalted butter---,large shallots, finely chopped---,ounces mushrooms, trimmed, rinsed, dried and finely diced---,Salt and freshly ground black pepper---,veal chops, trimmed, 6 ounces each---,tablespoons vegetable oil---,thin slices cooked ham---,egg white, beaten---",https://static01.nyt.com/images/2014/04/01/dining/Veal/Veal-articleLarge.jpg,4,Veal Chops Surprise,"French,Dinner,Main Course","hour,minutes","1,15",https://cooking.nytimes.com/recipes/11526-veal-chops-surprise,Serves,6
Julia Moskin,,"If there is tough skin covering the top of the ham, cut it off to expose the fat.---,In a large, deep pot, heat butter or oil over medium-high heat. Add carrots and onions and sauté until tender and golden brown, about 10 minutes.---,Place the ham on the vegetables, fatty side up. Add herb bundle, wine and 1 quart water and bring to a simmer.---,Cook for 2 to 3 hours at a bare simmer; baste with ladle every 20 minutes. After 2 hours, test with meat thermometer: ham is ready when internal temperature reaches 135 degrees. Turn off the heat.---,Heat oven to 450 degrees. Drain ham, reserving cooking liquid to use for stock (it freezes well). Place ham on a rack in a roasting pan, fatty side up, and score fat in a diamond pattern with tip of sharp knife. If using glaze, brush it on now.---,Place ham in oven; roast 15 to 20 minutes until lightly browned. If using glaze, brush on more after first 10 minutes of cooking.---,Remove from oven, tent with foil, and let rest 20 to 30 minutes before carving.---","Here is a sensible prescription from Julia Child for cooking a whole ham, which was featured in a New York Times article by Julia Moskin that explored the quandary of how to make a flavorful Easter ham. Braise the meat in wine and water to finish the cooking, then roast it in a hot oven to crisp the surface. The end result is glazed with mustard and brown sugar and crusted with golden bread crumbs. One note: this is a recipe for a cured ham, not a fresh one.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,3,1,1,,1,","cooked, bone-in “city ham,” whole or half, 8 to 12 pounds---,tablespoons butter or vegetable oil---,cup sliced carrots---,cup sliced onions---,Herb bundle of 12 parsley sprigs, 6 thyme sprigs, 1 bay leaf, 12 peppercorns, 3 cloves, tied together in cheesecloth---,bottle dry white wine---,Glaze, optional---",https://static01.nyt.com/images/2014/03/25/dining/25HAM_SPAN/25HAM_SPAN-articleLarge.jpg,5,Braised-Then-Baked Ham,"Ham,Herb,Vegetable,Dinner,Main Course,Spring",hours,3,https://cooking.nytimes.com/recipes/1014610-braised-then-baked-ham,pound,"2,3"
Christine Muhlke,,"Peel the potatoes and slice them very thin, about 1/8-inch thick. Peel and mince the garlic, then with the flat of your chef’s knife, mash it with a little salt into a paste. Work about 1 teaspoon of the butter into it and set it aside.---,Heat 1 1/2 teaspoons of the butter in a small frying pan over medium-low heat, and lay in half the potato slices, overlapping slightly, to fill the bottom of the pan. Salt and pepper them lightly, and smear the garlic paste on top. Add the remaining potatoes, season lightly and set a small cover askew on top of the pan. After about 8 minutes, turn the potatoes by setting a small, sturdy plate on top of the pan and flipping them over and onto it. They won’t hold together in perfect shape, but don’t worry.---,Heat the remaining butter in the pan and slide the potatoes back in. Let them cook, semicovered, for 5 minutes, then uncovered for a couple minutes more, until nicely browned. Slide them onto a warm plate, season to taste and let them mingle with whatever juicy meat you’re treating yourself to for dinner.---","This recipe is adapted from “The Pleasures of Cooking for One” by Judith Jones, Julia Child’s longtime editor at Knopf, who gave it to The Sunday Times Magazine in 2009. It is easily prepared and a savory accompaniment to a steak or roast, crisp and buttery, with just a hint of garlic.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,1,,4,","medium new potatoes---,small clove garlic---,Salt---,teaspoons butter---,Freshly ground black pepper---",https://static01.nyt.com/images/2014/05/20/dining/Potato-Dish-for-Julia/Potato-Dish-for-Julia-articleLarge.jpg,4,A Potato Dish for Julia,"French,Dinner,For One,Side Dish,Gluten Free,Vegetarian",minutes,45,https://cooking.nytimes.com/recipes/1012788-a-potato-dish-for-julia,or,"1,2"
