author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,num_ratings,picture_src,rating,recipe_title,tags,time,url,yield_
Yossy Arefi,,"Heat oven to 350 degrees. Butter and line an 8x8-inch baking dish with parchment paper.,Combine the chopped chocolate and butter in a heat-safe bowl set over a pan of simmering water. Stir the mixture occasionally until melted. Set aside.,In the bowl of a stand mixer fitted with the paddle attachment, combine 3/4 cup/222 grams chocolate-hazelnut spread, sugar and eggs. Mix on medium-high for 5 minutes, scraping down the bowl a couple of times. Add espresso powder and vanilla and mix briefly to combine.,Turn the mixer to low and stream in the chocolate-butter mixture. Mix until well combined, then fold in the flour and salt.,Pour the mixture into the prepared pan, spread evenly with a knife or offset spatula and spoon several dollops of the remaining 1/4 cup/74 grams chocolate-hazelnut spread evenly over the top. Use a toothpick or skewer to swirl the spread and brownie batter a few times, leaving big streaks of the spread on the surface.,Bake the brownies for 25 to 30 minutes, or until just set in the middle. A toothpick inserted into the center should pull out some moist crumbs.","Generous swirls of chocolate-hazelnut spread put these super decadent brownies straight over the top. Take care to fold the flour in gently and bake them until they are just set for the richest, fudgiest texture.","½,4,1,⅔,2,½,1,¾,½","cup/113 grams unsalted butter (1 stick), plus more for greasing the baking dish---,ounces/113 grams bittersweet chocolate, chopped---,cup/296 grams chocolate-hazelnut spread, like Nutella---,cup/134 grams granulated sugar---,large eggs---,teaspoon espresso powder---,teaspoon vanilla extract---,cup/96 grams all-purpose flour---,teaspoon kosher salt---",144,https://static01.nyt.com/images/2017/11/01/dining/01COOKING-NUTELLABROWNIE1/01COOKING-NUTELLABROWNIE-articleLarge.jpg,4,Fudgy Nutella Brownies,"Cookies And Bars,Bittersweet Chocolate,Nutella,Dessert",45 minutes,https://cooking.nytimes.com/recipes/1019020-fudgy-nutella-brownies,One 8x8-inch pan
Melissa Clark,,"Line two or three baking sheets with parchment or nonstick baking mats.,In a bowl, whisk together confectioners’ sugar, almond flour, cocoa powder and salt.,Place egg whites in the bowl of a stand mixer fitted with whisk attachment. Beat on medium speed until egg whites are white in color and hold onto the bottom of the whisk, 2 to 3 minutes. Continue to beat, slowly adding 40 grams (3 tablespoons) granulated sugar until peaks are stiff, about 1 minute.,Using a rubber spatula, gently fold almond mixture into egg whites in 4 batches, until there are no traces of egg whites.,Spoon batter into a pastry bag or a heavy-duty plastic bag, cutting a small hole in a corner of the plastic bag. Pipe 1-inch rounds of batter, an inch apart from one another, onto the baking sheets.. (Alternatively, use a 1/2 teaspoon measure to form the rounds.) Pick up baking sheets and bang them against work surface. Let sheets sit at room temperature for 30 minutes to dry tops. (Don’t skip this step; it helps the macarons rise nicely.),Heat oven to 350 degrees. Bake macarons until puffed and firm, 10 to 12 minutes, rotating the sheets halfway through baking. Transfer sheets to rack to cool completely, then overturn cookies on the baking sheets so that flat bottoms are facing up.,To make the caramel, combine the remaining 215 grams (1 cup) granulated sugar with 1/4 cup water in a clean, dry skillet over medium heat. Cook, swirling the pan occasionally to help distribute the sugar until it completely melts and turns a rich reddish brown (imagine the color of an Irish setter), about 15 minutes.,Working quickly, spoon caramel over half the overturned cookies; immediately sandwich with remaining, unfilled cookies. If the caramel hardens before you’re done, gently melt it over low heat and continue filling cookies.,Fill a small saucepan with water and bring to a simmer. Place chocolate in a heatproof bowl and place over pot. Heat, stirring frequently, until melted. (Or melt chocolate in the microwave.) Using a fork, drizzle cookies with melted chocolate. Let the caramel and chocolate set at room temperature or in the refrigerator. The caramel should harden to the texture of hard candy.","There are American macaroons, usually generously sized, coconut-based confections. And then there are French macarons, diminutive and almond imbued. This recipe skews French, but with a twist. Instead of the typical buttercream or ganache filling, there’s a crunchy caramel candy layer in between the cocoa layers. These are fudgy little confections more like candy than cookies. They also happen to be both gluten-free and can be kosher for Passover, if you use kosher-for-Passover confectioners' sugar. You can make the macarons five days ahead, but don’t fill them more than a day ahead. Or serve them without the caramel for something slightly less sweet, but just as intense.,
      ,
      ,. 
  ","180,95,30,¼,3,255,57","grams confectioners’ sugar (1 3/4 cups), see note---,grams almond flour or ground almonds (1 cup)---,grams natural unsweetened cocoa powder (5 tablespoons)---,teaspoon fine salt---,large egg whites, at room temperature---,grams granulated sugar (1 cup plus 3 tablespoons)---,grams bittersweet chocolate (2 ounces), chopped---",171,,5,Chocolate Caramel Macarons,"Dessert,Gluten Free,Kosher",1 hour 45 minutes,https://cooking.nytimes.com/recipes/1016216-chocolate-caramel-macarons,About 2 1/2 dozen filled macarons
Samantha Seneviratne,,"Prepare the custard: Stir together the egg yolks, sugar, cornstarch and kosher salt in a medium saucepan until smooth. Whisk in the milk and 1/2 cup heavy cream. Add the vanilla bean and seeds and the butter and bring the mixture to a simmer over medium heat. Set a fine-mesh sieve over a large heatproof bowl.,Cook the mixture over medium-low heat, stirring constantly and making sure to get the edges, until the mixture begins to thicken, 2 to 4 minutes. (It's helpful to have both a spatula and a whisk handy while making the custard. Switch between the two.) Let it come up to a very slow boil and cook for 1 minute more. Strain the custard through the sieve into the bowl. Press plastic wrap directly onto the surface of the custard and refrigerate until chilled, at least 1 1/2 hours.,Prepare the puffs: Bring the butter, sugar, salt and 3/4 cup/175 milliliters water to a simmer over medium heat in a medium saucepan, stirring with a wooden spoon. As soon as it comes to a boil, add the flour, stirring constantly, until the dough forms a ball and pulls away from the sides of the pan, about 1 minute. Remove the pan from the heat and let the mixture cool for 3 to 4 minutes, stirring the dough occasionally.,Heat oven to 450 degrees. Add the eggs to the dough in the pan, one at a time, stirring vigorously between each addition with a wooden spoon. The dough will break apart and slide around in the pot before it comes back together. Transfer the dough to a piping bag fitted with a large round or star tip. (The author used Ateco #826.),Line two baking sheets with parchment paper. Pipe the dough into 4 1/2-inch-by-3/4-inch lengths about 3 inches apart. With a damp fingertip, flatten any points. Bake until éclairs are deep golden brown and puffed, rotating the sheets halfway through, 22 to 25 minutes. They should be very light and crisp. Turn the oven off. Poke each éclair on either end with a toothpick to allow some steam to release. Return the puffs to the oven and prop the door open a crack with a wooden spoon. Allow the puffs to dry out in the oven, about 15 minutes. Transfer baking sheet to a wire rack to cool completely.,Prepare the glaze: Bring the heavy cream and salt to a simmer over medium heat. Remove from the heat and stir in the chocolate and corn syrup. Let the mixture stand for 1 minute and then whisk to make a smooth sauce.,To finish the custard, whip the remaining 1/4 cup heavy cream to soft peaks. Whisk the cooled custard to loosen it, then fold in the whipped cream. Transfer the custard to a pastry bag fitted with a fluted tip. Slice the top third off each éclair and fill the bases of the éclairs with custard. Dip the tops of the éclairs in the glaze and set them on top of the custard-filled bases. Serve immediately.","Master pâte à choux (choux pastry dough) and a world of dreamy, airy desserts opens up to you: éclairs, croquembouches, profiteroles, gougères and even churros. Choux pastry dough is unique in that it is typically prepared in a saucepan over heat, which might sound intimidating, but it is much more approachable than you might think. If you don’t have a pastry bag, you can use a resealable plastic bag to pipe these éclairs — or turn them into cream puffs by simply dropping the dough in 2-tablespoon scoops about 3 inches apart onto a baking sheet. The pastry starts to soften as soon as the éclair is filled with custard, so indulge immediately. It won’t be difficult. Save any leftover chocolate glaze in the refrigerator. Reheated, it makes perfect hot fudge sauce.","6,½,¼,,2,¾,1,2,6,2,½,¾,3,½,½,1,1","large egg yolks---,cup/100 grams granulated sugar---,cup/30 grams cornstarch---,Pinch kosher salt---,cups/480 milliliters whole milk---,cup/180 milliliters heavy cream---,vanilla bean, split lengthwise and seeds scraped out and reserved---,tablespoons unsalted butter---,tablespoons/170 grams unsalted butter (3/4 stick)---,teaspoons granulated sugar---,teaspoon kosher salt---,cup/95 grams all-purpose flour---,large eggs---,cup/120 milliliters heavy cream---,teaspoon kosher salt---,cup/170 grams chopped bittersweet chocolate---,tablespoon corn syrup---",29,https://static01.nyt.com/images/2019/02/05/dining/ss-chocolate-eclairs/merlin_149986377_d2b757e6-c28c-43f3-ba35-7790c68bdae2-articleLarge.jpg,3,Classic Chocolate Éclairs,"Pastries,Bittersweet Chocolate,Butter,Corn Syrup,Egg,Heavy Cream,Dessert","2 1/2 hours, plus cooling",https://cooking.nytimes.com/recipes/1019984-classic-chocolate-eclairs,12 to 14 éclairs
Sam Sifton,Healthy,"Heat your oven to 400 degrees.,Make a mixture of Dijon mustard and brown sugar to the degree of spicy-sweetness that pleases you. Salt and pepper the salmon fillets.,Place the salmon fillets skin-side down on a lightly oiled, foil-lined baking sheet. Slather the tops of the fillets with the mustard and brown sugar glaze and slide them into the top half of your oven. Roast for about 12 minutes, then serve.","This is what we call around here a no-recipe recipe, the sort of meal you can cook once off a card and you'll know it by heart: salmon glazed with brown sugar and mustard. The preparation could not be simpler. Heat your oven to 400. Make a mixture of Dijon mustard and brown sugar to the degree of spicy-sweetness that pleases you. Salt and pepper the salmon fillets. Place them skin-side down on a lightly oiled, foil-lined baking sheet, slather the tops with the mustard and brown sugar glaze and slide them into the top half of your oven. They ought to be done in 12 minutes or so, and they pair beautifully with ,.,
                      ,
                      ,
                    ",",,,","Salmon fillets, preferably wild or farmed organically---,Dijon mustard---,Brown sugar---,Salt and black pepper---",4267,https://static01.nyt.com/images/2018/08/17/dining/sifton-brown-sugar-mustard-salmon-horizontal/merlin_142427754_87be060f-648e-4783-a9ab-dec1ff12b722-articleLarge.jpg,5,Roasted Salmon Glazed With Brown Sugar and Mustard,"Salmon,Dinner,Easy,For One,For Two,Lunch,Quick,Weekday,Weeknight,Main Course,Dairy Free,Gluten Free,Healthy,High Protein,Low Carb",15 minutes,https://cooking.nytimes.com/recipes/1017244-roasted-salmon-glazed-with-brown-sugar-and-mustard,Number of servings vary
Samantha Seneviratne,,"Set 18 mini paper baking cups on a baking sheet. Melt 4 ounces of the chocolate either over a double boiler on the stove top or in short bursts in the microwave. Spoon 1 teaspoon of melted chocolate into each cup. Use an offset spatula or a small spoon to spread the chocolate slightly up the sides of each baking cup; make sure you have an even chocolate base at the bottom of each cup. Let cool at room temperature for about 15 to 20 minutes until mostly solid.,Meanwhile, in a medium bowl, stir together peanut butter, confectioners’ sugar, vanilla extract and salt. (Make sure the peanut butter is well-combined in the jar before you measure it.) Transfer the peanut butter mixture to a resealable plastic bag and seal it tightly.,Cut one corner of the plastic bag and pipe 2 to 3 teaspoons of peanut butter mixture into the center of each cup. With a very lightly moistened finger, tamp down the peanut butter and make it flat and even, but leave a bit of space between the peanut butter and the edge of the paper cup (you should be able to see a ring of chocolate peeking from below the peanut butter).,Melt the remaining 5 ounces of chocolate. Spoon 1 teaspoon of chocolate onto the top of each cup. Use an offset spatula or a small spoon to spread the chocolate evenly over the top and down the sides of the cup. Refrigerate until solid, about 30 minutes.","These chocolate peanut butter cups are dangerously simple to make, with just a few ingredients that you probably have in the pantry right now. They come together faster than a trip to the convenience store. And they are completely customizable. Once you’ve gotten your fill of the standard peanut butter cup, try honey-sweetened cashew butter cups. Or cinnamon-spiked almond butter cups. Drizzle the finished cups with a bit of white or milk chocolate, some flaky sea salt or a sprinkle of finely chopped nuts for an upgraded presentation. Or sneak a tiny dollop of raspberry jam underneath the peanut butter layer for another delightfully classic pairing. The possibilities are endless.","9,¾,¼,½,½","ounces/255 grams semisweet chocolate---,cup/205 grams smooth natural peanut butter---,cup/28 grams confectioners’ sugar---,teaspoon vanilla extract---,teaspoon kosher salt---",356,https://static01.nyt.com/images/2016/12/05/dining/05COOKING-PEANUTTERCUPS2/05COOKING-PEANUTTERCUPS2-articleLarge.jpg,4,Chocolate Peanut Butter Cups,"American,Candies,Peanut Butter,Semisweet Chocolate,Dessert","50 minutes, plus chilling",https://cooking.nytimes.com/recipes/1018460-chocolate-peanut-butter-cups,18 cups
Amanda Hesser,,"Preheat the oven to 375 degrees and place a baking sheet on the lowest rack to catch any drips as the cake bakes on the middle rack. In a 2- to 3-quart pot, mix together the sugar, unsweetened chocolate, butter and 1 cup of water. Place over medium heat and stir occasionally until all of the ingredients are melted and blended. Remove from the heat and let cool slightly.,Meanwhile, sift together the flour, baking soda, baking powder and salt. In a small bowl, stir together the milk and vinegar. Grease and flour a 9-inch tube pan (Tip: Be meticulous, and really work the butter and flour into the crevices of the pan. This is a moist cake, so it really needs a well-prepared pan to keep it from sticking).,When the chocolate in the pot has cooled a bit, whisk in the milk mixture and eggs. In several additions, and without overmixing, whisk in the dry ingredients. When the mixture is smooth, add the vanilla and whisk once or twice to blend. Pour the batter into the tube pan and bake on the middle rack until a skewer inserted in the center comes out clean, about 30 to 35 minutes. Let the cake cool for 10 minutes, then remove from the pan and cool on a rack. (This can be tricky -- if someone is around to help, enlist him.) Let cool completely.,Meanwhile, melt the chocolate chips in a double boiler, then let cool to room temperature. Stir in the sour cream, 1/4 cup at a time, until the mixture is smooth.,When the cake is cool, you may frost it as is or cut it in half so that you have 2 layers. There will be extra icing whether you have 1 or 2 layers. My mother always uses it to make flowers on top. She makes a small rosette, or button, then uses toasted slices of almond as the petals, pushing them in around the base of the rosette.","“A couple of years ago, my mother taught me to make her dense but moist chocolate birthday cake. She calls it 'dump-it cake' because you mix all of the ingredients in a pot over medium heat, then dump the batter into a cake pan to bake. For the icing, you melt Nestlé's semisweet-chocolate chips and swirl them together with sour cream. It sounds as if it's straight from the Pillsbury Bake-Off, but it tastes as if it's straight from Payard. Everyone loves it.”,
      ,
      ,. 
  ","2,4,1,2,2,1,1,1,1,2,1,1 ½,1 ½","cups sugar---,ounces unsweetened chocolate---,stick unsalted butter, plus more for greasing the pan---,cups all-purpose flour, plus more for dusting the pan---,teaspoons baking soda---,teaspoon baking powder---,teaspoon salt---,cup milk---,teaspoon cider vinegar---,eggs---,teaspoon vanilla---,cups Nestle's semisweet-chocolate chips---,cups sour cream, at room temperature---",2752,https://static01.nyt.com/images/2019/01/11/dining/ah-chocolate-dump-it-cake/merlin_147611010_cc3b9466-1485-485c-a638-f464b3cabcec-articleLarge.jpg,5,Chocolate Dump-It Cake,"Butter,Sugar,Unsweetened Chocolate,Dessert",1 hour 45 minutes,https://cooking.nytimes.com/recipes/9404-chocolate-dump-it-cake,10 servings
Melissa Clark,,"Make the cake: Heat oven to 350 degrees. Grease 3 8-inch round baking pans, line the bottoms of each with a round of parchment paper and grease the paper. Use a little cocoa powder to coat the insides of the pans, rotating pans so the cocoa comes up the sides, then tap out excess.,In a small bowl, whisk together cocoa powder and 2/3 cup boiling water. Whisk in milk. In a separate bowl, whisk together cake flour, baking soda, baking powder and salt.,In a large mixing bowl fitted with the paddle attachment, beat butter and sugar until fluffy. Beat in eggs 1 at a time, until incorporated. Beat in vanilla. With the mixer running on low speed, beat in a third of the dry ingredients, followed by half the cocoa mixture. Add remaining portions, alternating between two mixtures. Beat until smooth.,Divide batter evenly among prepared pans. Bake until the centers of the cakes are firm to the touch, 30 to 40 minutes. Cool cakes in their pans on a wire rack for 10 minutes; turn them out onto the rack to cool completely. (Peel off parchment paper if it sticks to the cakes.),Make the buttercream: Fill a medium pot halfway with water (or use a double-boiler) and bring to a simmer. In a heatproof bowl that fits over pot, whisk together egg whites, sugar and salt. Cook, whisking constantly, until the sugar dissolves and mixture reaches 140 degrees on a candy or instant-read thermometer, about 5 minutes.,Using an electric mixer, whip until completely cooled and thick, about 5 minutes. Beat in butter a little at a time, until the frosting is smooth and spreadable. Beat in vanilla bean seeds and pepper.,Using a serrated knife, slice each cake in half horizontally. Place one bottom layer on a large platter or cake stand. Top evenly with a thin layer of buttercream. Repeat, alternating between cake and frosting, ending with a layer of cake. Cover cake loosely with plastic wrap and refrigerate while you prepare fudge frosting. (Cake can rest in the refrigerator for up to 1 day.),Make the frosting: In a medium saucepan over medium heat, combine sugar, heavy cream and salt. Simmer, stirring occasionally, until sugar completely dissolves, about 5 minutes. Scrape mixture into a bowl. Stir in chocolate, butter and vanilla until smooth. Set bowl over a larger bowl filled with ice. Use a hand mixer or an immersion blender with the whisk attachment to whip until mixture is thick and cool, about 5 minutes. Spread frosting over the top and sides of the cake.","Like all the best devil’s food cakes, this six-layer beauty has a deeply fudgy flavor and a light and feathery texture. In between the tender cake layers, a black pepper and vanilla buttercream creates a soft and creamy contrast to the dense fudge frosting on the top and sides. With six layers and two frostings, this cake is definitely a project, but one well worth making if you want to impress. And you can make it in stages. The frostings can be made up to a week ahead and stored in the refrigerator. Bring them to room temperature and briefly beat with an electric mixer before assembling the cake. The cake layers themselves can be baked a day ahead. Store them, well-wrapped, at room temperature.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","10,⅔,¾,2,1 ½,½,½,1 ¾,3,2,5,1,,3,1,1,1 ½,1,,6,8,2","tablespoons/140 grams unsalted butter, softened, more for greasing pans---,cup/70 grams unsweetened natural (not Dutch-processed) cocoa powder, more for pans---,cup/180 milliliters whole milk---,cups/200 grams cake flour---,teaspoons/10 grams baking soda---,teaspoon/3 grams baking powder---,teaspoon/3 grams kosher salt, more as needed---,cups/350 grams granulated sugar---,large eggs---,teaspoons/10 milliliters vanilla extract---,large egg whites---,cup/200 grams granulated sugar---,Large pinch kosher salt---,sticks plus 2 tablespoons/365 grams unsalted butter, softened---,vanilla bean pod, split lengthwise, seeds scraped---,teaspoon/5 grams coarsely ground black pepper---,cups/300 grams granulated sugar---,cup/240 milliliters heavy cream---,Pinch kosher salt---,ounces/170 grams unsweetened chocolate, coarsely chopped---,tablespoons/112 grams unsalted butter, diced---,teaspoons/10 milliliters vanilla extract---",328,,5,Devil’s Food Cake With Black Pepper Buttercream,"Project,Butter,Chocolate,Vanilla,Dessert",2 1/2 hours,https://cooking.nytimes.com/recipes/1016313-devils-food-cake-with-black-pepper-buttercream,10 servings
Christine Muhlke,,"Preheat the oven to 350 degrees. Butter and flour a 10-inch tube pan.,Cut the chocolate and butter into small pieces and place in a large bowl. Pour 1 cup boiling water over them; let stand until melted. Stir in the vanilla and sugar, then whisk in the egg yolks, one at a time.,In a small bowl, mix the baking soda and sour cream and whisk into the chocolate mixture. Sift the flour and baking powder and add to the batter, mixing thoroughly.,Beat the egg whites until stiff but not too dry. Stir a quarter of the egg whites thoroughly into the batter. Gently fold in the remaining whites.,Pour the batter into the prepared pan. Set on the center rack of the oven and bake until a cake tester inserted into the center comes out clean, 40 to 50 minutes. Cool in the pan for 10 minutes, unmold and cool completely before frosting.,To make the frosting: Place all the ingredients in a heavy saucepan over low heat and whisk until smooth. Spread on the cake while the frosting is still warm.","This recipe is adapted from “The Silver Palate Cookbook,” written by Sheila Lukins and Julee Rosso, who through their store in Manhattan, the Silver Palate, introduced bisteeya and poppy-seed dressing to the Upper West Side. For many, their cookbook, originally published in 1982, was a book of revelations: even if you hadn’t mastered the art of French cooking, a meal of chicken Marbella and an indulgent dessert, cooked with confidence, was not beyond your grasp. Enter this decadent chocolate cake, whose title belies its incredible simplicity. The ingredients take hardly any time to whip together, and it bakes in a tube pan for under an hour. Gild it with a gooey chocolate frosting, and feed it to those you love with good cheer.,
      ,
      ,. 
  ","½,1 ¾,3,1,2,2,1,½,1,2,¾,6,1,1","cup (1 stick) unsalted butter, plus extra for greasing pan---,cups plus 2 tablespoons unbleached all-purpose flour, plus extra for flouring the pan---,ounces unsweetened chocolate---,teaspoon vanilla extract---,cups sugar---,eggs, separated---,teaspoon baking soda---,cup sour cream---,teaspoon baking powder---,tablespoons unsalted butter---,cup semisweet chocolate chips---,tablespoons heavy cream---,cup sifted confectioners' sugar---,teaspoon vanilla extract---",1421,https://static01.nyt.com/images/2014/01/23/dining/recipes-decadentchocolatecake/recipes-decadentchocolatecake-articleLarge.jpg,5,The Silver Palate's Chocolate Cake,"American,Chocolate,Vanilla,Dessert,Fall",1 hour 15 minutes,https://cooking.nytimes.com/recipes/8753-the-silver-palates-chocolate-cake,12 servings
Julia Moskin,Easy,"Heat oven to 375 degrees. Use one tablespoon butter to thickly grease a 9-by-13-inch baking dish. Combine grated cheeses and set aside two heaping cups for topping.,In a large bowl, toss together the pasta, cheeses, cayenne (if using) and salt to taste. Place in prepared pan and evenly pour milk over surface. Sprinkle reserved cheese on top, dot with remaining butter and bake, uncovered, 45 minutes. Raise heat to 400 degrees and bake 15 to 20 minutes more, until crusty on top and bottom.","Macaroni and cheese may seem an easy proposition. Noodles, cheese. But the secret to this creamy dish with a crunchy and crisp top is American cheese. This is no place for fancy cheeses or fancy noodles. Leave the whole-wheat penne and artisanal orecchiette in the cupboard and bring on the elbow pasta.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","3,12,12,1,⅛,,⅔","tablespoons butter---,ounces extra-sharp cheddar cheese, coarsely grated---,ounces American cheese or cheddar cheese, coarsely grated---,pound elbow pasta, boiled in salted water until just tender, drained, and rinsed under cold water---,teaspoon cayenne (optional)---,Salt---,cup whole milk.---",1474,https://static01.nyt.com/images/2018/11/30/dining/jm-crusty-mac-and-cheese/jm-crusty-mac-and-cheese-articleLarge.jpg,4,Crusty Macaroni and Cheese,"Casseroles,Cheddar,Elbow Macaroni,Brunch,Dinner,Easy,Lunch,Weekday,Main Course,Side Dish",1 hour 15 minutes,https://cooking.nytimes.com/recipes/1015824-crusty-macaroni-and-cheese,8 to 12 servings
Mark Bittman,Times Classic,"In a large bowl combine flour, yeast and salt. Add 1 5/8 cups water, and stir until blended; dough will be shaggy and sticky. Cover bowl with plastic wrap. Let dough rest at least 12 hours, preferably about 18, at warm room temperature, about 70 degrees.,Dough is ready when its surface is dotted with bubbles. Lightly flour a work surface and place dough on it; sprinkle it with a little more flour and fold it over on itself once or twice. Cover loosely with plastic wrap and let rest about 15 minutes.,Using just enough flour to keep dough from sticking to work surface or to your fingers, gently and quickly shape dough into a ball. Generously coat a cotton towel (not terry cloth) with flour, wheat bran or cornmeal; put dough seam side down on towel and dust with more flour, bran or cornmeal. Cover with another cotton towel and let rise for about 2 hours. When it is ready, dough will be more than double in size and will not readily spring back when poked with a finger.,At least a half-hour before dough is ready, heat oven to 450 degrees. Put a 6- to 8-quart heavy covered pot (cast iron, enamel, Pyrex or ceramic) in oven as it heats. When dough is ready, carefully remove pot from oven. Slide your hand under towel and turn dough over into pot, seam side up; it may look like a mess, but that is O.K. Shake pan once or twice if dough is unevenly distributed; it will straighten out as it bakes. Cover with lid and bake 30 minutes, then remove lid and bake another 15 to 30 minutes, until loaf is beautifully browned. Cool on a rack.","Here is one of the most popular recipes The Times has ever published, courtesy of Jim Lahey, owner of Sullivan Street Bakery. It requires no kneading. It uses no special ingredients, equipment or techniques. And it takes very little effort — only time. You will need 24 hours to create the bread, but much of this is unattended waiting, a slow fermentation of the dough that results in a perfect loaf.,
      ,
      ,. 
  ","3,¼,1 ¼,","cups all-purpose or bread flour, more for dusting---,teaspoon instant yeast---,teaspoons salt---,Cornmeal or wheat bran as needed---",4713,,5,No-Knead Bread,"Breads,Times Classics,Easy,Side Dish","1 hour 30 minutes, plus about 20 hours' resting time",https://cooking.nytimes.com/recipes/11376-no-knead-bread,One 1 1/2-pound loaf
Melissa Clark,,"In a large electric mixer bowl, dissolve yeast in 1/4 cup warm milk. Add the remaining warm milk, the sugar, the salt, the butter and the eggs. Add 5 cups flour and mix with paddle attachment until smooth, about 2 minutes. Switch to hook attachment and knead on low speed, adding more flour if necessary until dough is stiff and slightly tacky, about 10 minutes.,Grease a large bowl with butter and turn dough out into the bowl. Flip over dough so greased side is up, cover with plastic wrap or a kitchen towel and set in a warm, draft-free spot until doubled in size, about 1 1/2 to 2 hours. Generously butter two 9-x-5 loaf pans.,When dough has doubled in size, turn it out onto floured surface and knead for 3 minutes. Return to greased bowl, cover and let rise again for 30 minutes.,Press down dough with your hand to expel the air. Divide dough in half and place each half into a loaf pan. Brush tops of loaves with remaining melted butter.,Cover and let rise until dough is just above the tops of pans, 45 minutes to 1 hour.,Heat oven to 400 degrees. Bake bread for 10 minutes, then reduce heat to 350 degrees and bake for an additional 20 to 30 minutes, or until loaves sound hollow when tapped, the tops are brown and the internal temperatures are 200 degrees. Remove loaves from pans and let cool on wire racks.","This straightforward loaf is the white bread of your dreams, and its fluffy slices make for evenly browned toast. The 1/3-cup of sugar makes this mildly sweet and perfect for peanut butter and jelly sandwiches, but you can cut it down to 2 tablespoons if you’d rather have something more neutral in flavor. You do need some sugar, however, to feed the yeast and ensure a lofty rise. This recipe makes two loaves, one for now, and one for the freezer or to share with a lucky friend.,
      ,
      ,. 
  ","2 ¼,1 ½,⅓,1,3,2,5 to 6","teaspoons/7 grams active dry yeast (1 package)---,cups/355 milliliters lukewarm milk---,cup/67 grams granulated sugar---,tablespoon/15 grams kosher salt---,tablespoons/43 grams butter, melted, more for greasing bowl and pans and for brushing the tops of the loaves---,eggs---,cups/625 grams to 750 grams all-purpose flour---",828,https://static01.nyt.com/images/2015/04/30/dining/29BIGAPPETITE/29BIGAPPETITE-articleLarge.jpg,5,Excellent White Bread,"American,Breads,Active Dry Yeast,Butter,Egg,Milk,Dinner,Lunch",4 hours 15 minutes,https://cooking.nytimes.com/recipes/1017369-excellent-white-bread,2 loaves
Melissa Clark,,"Place mustard seeds in a medium-size  bowl. Stir in 1/2 cup cold water and the wine. Cover and let stand overnight.,Purée mustard with salt until you reach the desired consistency. Transfer to an airtight container and refrigerate for 24 hours before using.","Homemade mustard is better than its supermarket counterpart, and it’s stupendously easy to make. Here, the combination of yellow and brown seeds makes for a medium-aggressive kick, but you could use all of one variety if you prefer. Use cold water to soak the seeds, and after puréeing, taste your mustard. You can smooth it out with a little honey, or up the zip with horseradish or chiles. Either way, your mustard will mellow out after a few days in the fridge.,
      ,
      ,. 
  ","¼,¼,½,1","cup brown mustard seeds---,cup yellow mustard seeds---,cup white wine---,teaspoon kosher salt---",96,https://static01.nyt.com/images/2014/03/28/dining/mustard-still/mustard-still-articleLarge.jpg,4,Grainy Mustard,"American,Condiments,Mustard Seed,White Wine","10 minutes, plus about 2 days’ standing",https://cooking.nytimes.com/recipes/12577-grainy-mustard,One and 1/2 cups
Melissa Clark,,"In a medium bowl, whisk together the egg yolk, lemon juice, mustard, salt and 1 teaspoon cold water until frothy. Whisking constantly, slowly dribble in the oil until mayonnaise is thick and oil is incorporated. When the mayonnaise emulsifies and starts to thicken, you can add the oil in a thin stream, instead of drop by drop.","This recipe is perfect for a small batch of mayonnaise and does not require a food processor. Whisk slowly as you drip the oil into the egg yolk, lemon juice and Dijon mustard mixture. Once it starts to emulsify, you can start adding the oil a bit faster. In all, it’ll be a few minutes of whisking for a beautiful light-yellow mayo that's worth every moment.,
      ,
      ,. 
  ","1,2,1,¼,1,¾","large egg yolk, at room temperature---,teaspoons lemon juice---,teaspoon Dijon mustard---,teaspoon kosher salt---,teaspoon cold water---,cup neutral oil such as safflower or canola---",286,,5,Mayonnaise,"Condiments,Egg,Lemon Juice,Oil,Quick",5 minutes,https://cooking.nytimes.com/recipes/12459-mayonnaise,1 cup
